Actual,Predicted,Error
0.0,45.00053407483483,-45.00053407483483
0.0,45.47750708756854,-45.47750708756854
0.0,45.46220496134799,-45.46220496134799
0.0,45.46527098688921,-45.46527098688921
0.0,45.46788094748291,-45.46788094748291
0.0,45.46220312918717,-45.46220312918717
0.0,45.462249232140266,-45.462249232140266
0.0,45.46673638968099,-45.46673638968099
0.0,45.46291320190386,-45.46291320190386
0.0,45.46220502362405,-45.46220502362405
0.0,45.462480719371,-45.462480719371
0.0,45.465607386644024,-45.465607386644024
0.0,45.4643183096826,-45.4643183096826
0.0,45.17724268672862,-45.17724268672862
0.0,45.46576849886657,-45.46576849886657
0.0,45.46265813777194,-45.46265813777194
0.0,45.46369936256713,-45.46369936256713
0.0,45.46639513242144,-45.46639513242144
0.0,45.46651677315282,-45.46651677315282
0.0,45.23778111045334,-45.23778111045334
0.0,45.46250461234962,-45.46250461234962
0.0,45.46220441265859,-45.46220441265859
0.0,44.98575451309614,-44.98575451309614
0.0,45.46272752582985,-45.46272752582985
0.0,45.425266201872205,-45.425266201872205
0.0,45.42833222741348,-45.42833222741348
0.0,45.43094218800718,-45.43094218800718
0.0,45.425264369711385,-45.425264369711385
0.0,45.425310472664535,-45.425310472664535
0.0,45.42979763020526,-45.42979763020526
0.0,45.42597444242813,-45.42597444242813
0.0,45.42526626414832,-45.42526626414832
0.0,45.42554195989527,-45.42554195989527
0.0,45.42866862716829,-45.42866862716829
0.0,45.42737955020681,-45.42737955020681
0.0,45.14030392725289,-45.14030392725289
0.0,45.428829739390835,-45.428829739390835
0.0,45.42571937829621,-45.42571937829621
0.0,45.42676060309134,-45.42676060309134
0.0,45.42945637294571,-45.42945637294571
0.0,45.42957801367709,-45.42957801367709
0.0,45.20084235097755,-45.20084235097755
0.0,45.42556585287389,-45.42556585287389
0.0,45.425265653182805,-45.425265653182805
0.0,44.94881575362035,-44.94881575362035
0.0,45.42578876635412,-45.42578876635412
0.0,45.41288456250885,-45.41288456250885
0.0,45.41595058805012,-45.41595058805012
0.0,45.418560548643825,-45.418560548643825
0.0,45.41288273034803,-45.41288273034803
0.0,45.41292883330118,-45.41292883330118
0.0,45.4174159908419,-45.4174159908419
0.0,45.41359280306477,-45.41359280306477
0.0,45.41288462478491,-45.41288462478491
0.0,45.41316032053186,-45.41316032053186
0.0,45.41628698780494,-45.41628698780494
0.0,45.414997910843454,-45.414997910843454
0.0,45.127922287889476,-45.127922287889476
0.0,45.416448100027424,-45.416448100027424
0.0,45.413337738932796,-45.413337738932796
0.0,45.414378963727984,-45.414378963727984
0.0,45.41707473358235,-45.41707473358235
0.0,45.41719637431373,-45.41719637431373
0.0,45.1884607116142,-45.1884607116142
0.0,45.413184213510476,-45.413184213510476
0.0,45.41288401381945,-45.41288401381945
0.0,44.936434114257,-44.936434114257
0.0,45.41340712699076,-45.41340712699076
0.0,45.40511335063286,-45.40511335063286
0.0,45.40817937617413,-45.40817937617413
0.0,45.410789336767834,-45.410789336767834
0.0,45.40511151847204,-45.40511151847204
0.0,45.40515762142519,-45.40515762142519
0.0,45.40964477896591,-45.40964477896591
0.0,45.40582159118878,-45.40582159118878
0.0,45.405113412908975,-45.405113412908975
0.0,45.405389108655925,-45.405389108655925
0.0,45.40851577592895,-45.40851577592895
0.0,45.40722669896746,-45.40722669896746
0.0,45.12015107601354,-45.12015107601354
0.0,45.40867688815149,-45.40867688815149
0.0,45.40556652705686,-45.40556652705686
0.0,45.40660775185199,-45.40660775185199
0.0,45.40930352170636,-45.40930352170636
0.0,45.40942516243774,-45.40942516243774
0.0,45.18068949973821,-45.18068949973821
0.0,45.405413001634486,-45.405413001634486
0.0,45.40511280194346,-45.40511280194346
0.0,44.92866290238101,-44.92866290238101
0.0,45.40563591511477,-45.40563591511477
0.0,45.405588875562955,-45.405588875562955
0.0,45.40865490110423,-45.40865490110423
0.0,45.41126486169793,-45.41126486169793
0.0,45.405587043402136,-45.405587043402136
0.0,45.405633146355285,-45.405633146355285
0.0,45.41012030389601,-45.41012030389601
0.0,45.40629711611888,-45.40629711611888
0.0,45.40558893783907,-45.40558893783907
0.0,45.40586463358602,-45.40586463358602
0.0,45.40899130085904,-45.40899130085904
0.0,45.40770222389756,-45.40770222389756
0.0,45.12062660094358,-45.12062660094358
0.0,45.40915241308153,-45.40915241308153
0.0,45.4060420519869,-45.4060420519869
0.0,45.40708327678209,-45.40708327678209
0.0,45.40977904663646,-45.40977904663646
0.0,45.40990068736784,-45.40990068736784
0.0,45.1811650246683,-45.1811650246683
0.0,45.40588852656458,-45.40588852656458
0.0,45.405588326873556,-45.405588326873556
0.0,44.9291384273111,-44.9291384273111
0.0,45.40611144004487,-45.40611144004487
0.0,45.40721152567795,-45.40721152567795
0.0,45.41027755121917,-45.41027755121917
0.0,45.41288751181287,-45.41288751181287
0.0,45.40720969351713,-45.40720969351713
0.0,45.407255796470224,-45.407255796470224
0.0,45.41174295401095,-45.41174295401095
0.0,45.40791976623382,-45.40791976623382
0.0,45.40721158795401,-45.40721158795401
0.0,45.40748728370096,-45.40748728370096
0.0,45.41061395097398,-45.41061395097398
0.0,45.409324874012555,-45.409324874012555
0.0,45.12224925105858,-45.12224925105858
0.0,45.410775063196525,-45.410775063196525
0.0,45.4076647021019,-45.4076647021019
0.0,45.408705926897085,-45.408705926897085
0.0,45.4114016967514,-45.4114016967514
0.0,45.41152333748278,-45.41152333748278
0.0,45.18278767478324,-45.18278767478324
0.0,45.40751117667958,-45.40751117667958
0.0,45.40721097698855,-45.40721097698855
0.0,44.9307610774261,-44.9307610774261
0.0,45.407734090159806,-45.407734090159806
0.0,45.41668899146208,-45.41668899146208
0.0,45.419755017003354,-45.419755017003354
0.0,45.422364977597056,-45.422364977597056
0.0,45.41668715930126,-45.41668715930126
0.0,45.416733262254354,-45.416733262254354
0.0,45.42122041979508,-45.42122041979508
0.0,45.417397232018004,-45.417397232018004
0.0,45.41668905373814,-45.41668905373814
0.0,45.41696474948509,-45.41696474948509
0.0,45.42009141675817,-45.42009141675817
0.0,45.418802339796684,-45.418802339796684
0.0,45.13172671684271,-45.13172671684271
0.0,45.420252528980654,-45.420252528980654
0.0,45.41714216788603,-45.41714216788603
0.0,45.418183392681215,-45.418183392681215
0.0,45.420879162535584,-45.420879162535584
0.0,45.42100080326696,-45.42100080326696
0.0,45.19226514056743,-45.19226514056743
0.0,45.41698864246371,-45.41698864246371
0.0,45.41668844277268,-45.41668844277268
0.0,44.94023854321023,-44.94023854321023
0.0,45.41721155594399,-45.41721155594399
0.0,45.43742559647512,-45.43742559647512
0.0,45.44049162201634,-45.44049162201634
0.0,45.44310158261004,-45.44310158261004
0.0,45.4374237643143,-45.4374237643143
0.0,45.437469867267396,-45.437469867267396
0.0,45.44195702480812,-45.44195702480812
0.0,45.43813383703099,-45.43813383703099
0.0,45.43742565875118,-45.43742565875118
0.0,45.43770135449813,-45.43770135449813
0.0,45.44082802177115,-45.44082802177115
0.0,45.439538944809726,-45.439538944809726
0.0,45.15246332185575,-45.15246332185575
0.0,45.440989133993696,-45.440989133993696
0.0,45.43787877289907,-45.43787877289907
0.0,45.438919997694256,-45.438919997694256
0.0,45.44161576754857,-45.44161576754857
0.0,45.44173740827995,-45.44173740827995
0.0,45.21300174558047,-45.21300174558047
0.0,45.43772524747675,-45.43772524747675
0.0,45.43742504778572,-45.43742504778572
0.0,44.96097514822327,-44.96097514822327
0.0,45.43794816095698,-45.43794816095698
0.0,45.418560755159035,-45.418560755159035
0.0,45.42162678070031,-45.42162678070031
0.0,45.42423674129401,-45.42423674129401
0.0,45.418558922998216,-45.418558922998216
0.0,45.418605025951365,-45.418605025951365
0.0,45.42309218349209,-45.42309218349209
0.0,45.41926899571496,-45.41926899571496
0.0,45.41856081743515,-45.41856081743515
0.0,45.4188365131821,-45.4188365131821
0.0,45.42196318045512,-45.42196318045512
0.0,45.42067410349364,-45.42067410349364
0.0,45.15265108835655,-45.15265108835655
0.0,45.422124292677665,-45.422124292677665
0.0,45.41901393158298,-45.41901393158298
0.0,45.42005515637817,-45.42005515637817
0.0,45.42275092623254,-45.42275092623254
0.0,45.42287256696392,-45.42287256696392
0.0,45.19413690426438,-45.19413690426438
0.0,45.41886040616066,-45.41886040616066
0.0,45.418560206469635,-45.418560206469635
0.0,44.94211030690718,-44.94211030690718
0.0,45.41908331964095,-45.41908331964095
0.0,45.421580515294465,-45.421580515294465
0.0,45.42464654083568,-45.42464654083568
0.0,45.42725650142938,-45.42725650142938
0.0,45.421578683133646,-45.421578683133646
0.0,45.42162478608674,-45.42162478608674
0.0,45.42611194362746,-45.42611194362746
0.0,45.42228875585033,-45.42228875585033
0.0,45.42158057757052,-45.42158057757052
0.0,45.42185627331747,-45.42185627331747
0.0,45.424982940590496,-45.424982940590496
0.0,45.42369386362907,-45.42369386362907
0.0,45.42240735792814,-45.42240735792814
0.0,45.42514405281304,-45.42514405281304
0.0,45.42203369171841,-45.42203369171841
0.0,45.4230749165136,-45.4230749165136
0.0,45.42577068636791,-45.42577068636791
0.0,45.42589232709929,-45.42589232709929
0.0,45.19715666439981,-45.19715666439981
0.0,45.42188016629609,-45.42188016629609
0.0,45.421579966605066,-45.421579966605066
0.0,44.94513006704261,-44.94513006704261
0.0,45.42210307977632,-45.42210307977632
0.0,45.43641481725086,-45.43641481725086
0.0,45.43948084279208,-45.43948084279208
0.0,45.44209080338584,-45.44209080338584
0.0,45.436412985090044,-45.436412985090044
0.0,45.43645908804314,-45.43645908804314
0.0,45.44094624558386,-45.44094624558386
0.0,45.43712305780679,-45.43712305780679
0.0,45.43641487952692,-45.43641487952692
0.0,45.43669057527387,-45.43669057527387
0.0,45.439817242546894,-45.439817242546894
0.0,45.43852816558547,-45.43852816558547
0.0,45.43724165988459,-45.43724165988459
0.0,45.43997835476944,-45.43997835476944
0.0,45.43686799367481,-45.43686799367481
0.0,45.43790921847,-45.43790921847
0.0,45.44060498832437,-45.44060498832437
0.0,45.440726629055746,-45.440726629055746
0.0,45.21199096635621,-45.21199096635621
0.0,45.43671446825249,-45.43671446825249
0.0,45.436414268561464,-45.436414268561464
0.0,44.95996436899901,-44.95996436899901
0.0,45.43693738173272,-45.43693738173272
0.0,45.43932259052559,-45.43932259052559
0.0,45.44238861606681,-45.44238861606681
0.0,45.44499857666051,-45.44499857666051
0.0,45.43932075836477,-45.43932075836477
0.0,45.439366861317865,-45.439366861317865
0.0,45.44385401885859,-45.44385401885859
0.0,45.44003083108146,-45.44003083108146
0.0,45.43932265280165,-45.43932265280165
0.0,45.4395983485486,-45.4395983485486
0.0,45.44272501582162,-45.44272501582162
0.0,45.441435938860195,-45.441435938860195
0.0,45.44014943315926,-45.44014943315926
0.0,45.442886128044165,-45.442886128044165
0.0,45.43977576694954,-45.43977576694954
0.0,45.440816991744725,-45.440816991744725
0.0,45.44351276159904,-45.44351276159904
0.0,45.44363440233042,-45.44363440233042
0.0,45.21489873963094,-45.21489873963094
0.0,45.43962224152722,-45.43962224152722
0.0,45.43932204183619,-45.43932204183619
0.0,44.96287214227374,-44.96287214227374
0.0,45.43984515500745,-45.43984515500745
0.0,45.40467023266393,-45.40467023266393
0.0,45.407736258205205,-45.407736258205205
0.0,45.41034621879891,-45.41034621879891
0.0,45.40466840050311,-45.40466840050311
0.0,45.40471450345626,-45.40471450345626
0.0,45.409201660996985,-45.409201660996985
0.0,45.405378473219855,-45.405378473219855
0.0,45.40467029493999,-45.40467029493999
0.0,45.40494599068694,-45.40494599068694
0.0,45.40807265796002,-45.40807265796002
0.0,45.406783580998535,-45.406783580998535
0.0,45.40549707529766,-45.40549707529766
0.0,45.408233770182505,-45.408233770182505
0.0,45.40512340908788,-45.40512340908788
0.0,45.406164633883066,-45.406164633883066
0.0,45.408860403737435,-45.408860403737435
0.0,45.408982044468814,-45.408982044468814
0.0,45.18024638176928,-45.18024638176928
0.0,45.40496988366556,-45.40496988366556
0.0,45.40466968397453,-45.40466968397453
0.0,44.92821978441208,-44.92821978441208
0.0,45.405192797145844,-45.405192797145844
0.0,45.37219448626422,-45.37219448626422
0.0,45.375260511805436,-45.375260511805436
0.0,45.37787047239914,-45.37787047239914
0.0,45.3721926541034,-45.3721926541034
0.0,45.37223875705649,-45.37223875705649
0.0,45.376725914597216,-45.376725914597216
0.0,45.37290272682009,-45.37290272682009
0.0,45.37219454854028,-45.37219454854028
0.0,45.37247024428723,-45.37247024428723
0.0,45.37559691156025,-45.37559691156025
0.0,45.374307834598824,-45.374307834598824
0.0,45.37302132889789,-45.37302132889789
0.0,45.375758023782794,-45.375758023782794
0.0,45.372647662688166,-45.372647662688166
0.0,45.373688887483354,-45.373688887483354
0.0,45.37638465733767,-45.37638465733767
0.0,45.376506298069046,-45.376506298069046
0.0,45.14777063536951,-45.14777063536951
0.0,45.372494137265846,-45.372494137265846
0.0,45.37219393757482,-45.37219393757482
0.0,44.89574403801237,-44.89574403801237
0.0,45.372717050746076,-45.372717050746076
0.0,45.3517542800476,-45.3517542800476
0.0,45.35482030558882,-45.35482030558882
0.0,45.35702439999989,-45.35702439999989
0.0,45.35175244788678,-45.35175244788678
0.0,45.351798550839874,-45.351798550839874
0.0,45.3562857083806,-45.3562857083806
0.0,45.35246252060347,-45.35246252060347
0.0,45.35175434232366,-45.35175434232366
0.0,45.35203003807061,-45.35203003807061
0.0,45.35515670534363,-45.35515670534363
0.0,45.35386762838215,-45.35386762838215
0.0,45.35258112268127,-45.35258112268127
0.0,45.355317817566174,-45.355317817566174
0.0,45.35220745647155,-45.35220745647155
0.0,45.35324868126668,-45.35324868126668
0.0,45.35594445112105,-45.35594445112105
0.0,45.356066091852426,-45.356066091852426
0.0,45.12733042915289,-45.12733042915289
0.0,45.35205393104923,-45.35205393104923
0.0,45.35175333194866,-45.35175333194866
0.0,44.87530383179575,-44.87530383179575
0.0,45.352276844529456,-45.352276844529456
0.0,45.346722515108866,-45.346722515108866
0.0,45.34978854065014,-45.34978854065014
0.0,45.35239850124384,-45.35239850124384
0.0,45.346720682948046,-45.346720682948046
0.0,45.346766785901195,-45.346766785901195
0.0,45.35125394344192,-45.35125394344192
0.0,45.34743075566479,-45.34743075566479
0.0,45.34672257738498,-45.34672257738498
0.0,45.34699827313193,-45.34699827313193
0.0,45.35012494040495,-45.35012494040495
0.0,45.34883586344347,-45.34883586344347
0.0,45.347549357742594,-45.347549357742594
0.0,45.350286052627496,-45.350286052627496
0.0,45.34717569153281,-45.34717569153281
0.0,45.348216916328,-45.348216916328
0.0,45.35091268618237,-45.35091268618237
0.0,45.35103432691375,-45.35103432691375
0.0,45.33175599600986,-45.33175599600986
0.0,45.34702216611049,-45.34702216611049
0.0,45.346721966419466,-45.346721966419466
0.0,45.31293500243015,-45.31293500243015
0.0,45.34724507959078,-45.34724507959078
0.0,45.32863965294729,-45.32863965294729
0.0,45.33170567848856,-45.33170567848856
0.0,45.33431563908226,-45.33431563908226
0.0,45.32863782078647,-45.32863782078647
0.0,45.32868392373962,-45.32868392373962
0.0,45.33317108128034,-45.33317108128034
0.0,45.32934789350321,-45.32934789350321
0.0,45.3286397152234,-45.3286397152234
0.0,45.32891541097035,-45.32891541097035
0.0,45.332042078243376,-45.332042078243376
0.0,45.33075300128189,-45.33075300128189
0.0,45.329466495581016,-45.329466495581016
0.0,45.33220319046592,-45.33220319046592
0.0,45.329092829371234,-45.329092829371234
0.0,45.33013405416642,-45.33013405416642
0.0,45.33282982402079,-45.33282982402079
0.0,45.33295146475217,-45.33295146475217
0.0,45.32863437183369,-45.32863437183369
0.0,45.328939303948914,-45.328939303948914
0.0,45.32863910425789,-45.32863910425789
0.0,45.32890313531266,-45.32890313531266
0.0,45.3291622174292,-45.3291622174292
14.86,61.72313556428463,-46.86313556428463
14.246666666666668,61.05145947830914,-46.80479281164247
14.84,61.70034573406201,-46.86034573406201
14.44,61.261455302750875,-46.82145530275088
14.633333333333338,61.46038765586741,-46.82705432253407
15.02,61.89810476273556,-46.87810476273556
14.673333333333336,61.48234204443838,-46.80900871110505
14.586666666666668,61.39641671473083,-46.80975004806417
14.453333333333337,61.2759241939647,-46.822590860631365
13.993333333333334,60.76769594373516,-46.77436261040183
15.159999999999997,62.05195742266187,-46.891957422661875
11.013333333333332,57.476606151342565,-46.46327281800923
14.679999999999998,61.51360074703538,-46.83360074703538
15.213333333333331,62.08581364321256,-46.87248030987923
15.9,62.85391324872958,-46.953913248729584
16.03333333333333,63.02703638691469,-46.993703053581356
14.446666666666664,61.25865595988961,-46.81198929322294
14.86,61.70891124404187,-46.84891124404187
14.546666666666669,61.36117910742064,-46.81451244075397
15.133333333333333,61.98587865313107,-46.852545319797734
14.600000000000003,61.41083676322603,-46.81083676322603
13.1,59.78463160933211,-46.68463160933211
26.493333333333336,74.52493291271315,-48.031599579379815
24.35333333333333,72.15575287127982,-47.802419537946484
26.50666666666667,74.54475512546685,-48.038088458800175
23.79285714285714,71.55201742304627,-47.75916028018912
26.293333333333333,74.29769792949486,-48.00436459616152
25.32857142857143,73.24591783368612,-47.91734640511469
25.564285714285717,73.49322918966351,-47.92894347537779
27.613333333333337,75.7749879419905,-48.161654608657166
25.92,73.90016385092352,-47.98016385092352
25.33333333333333,73.26408906997796,-47.93075573664463
27.01333333333333,75.10943743073531,-48.096104097401984
20.278571428571425,67.67943033303843,-47.400858904467
26.26,74.25147483010588,-47.99147483010587
27.15333333333333,75.2498254923579,-48.09649215902457
26.88,74.96674597924982,-48.08674597924983
26.486666666666665,74.50773211436967,-48.02106544770301
26.63333333333333,74.69966515832391,-48.066331824990584
25.9,73.8730150100491,-47.9730150100491
25.4,73.34821740210344,-47.948217402103445
26.88666666666667,74.9723189417571,-48.085652275090425
25.87333333333333,73.83619363728383,-47.96286030395049
25.01333333333333,72.91316173864013,-47.8998284053068
57.02857142857143,107.950296243747,-50.92172481517557
53.614285714285714,104.2169620794931,-50.60267636520739
58.43571428571429,109.50833494979273,-51.072620664078435
50.3,100.59312359081804,-50.29312359081804
60.42666666666666,111.65889316787661,-51.23222650120995
57.3,108.23995167255535,-50.93995167255535
56.900000000000006,107.83839412433773,-50.93839412433772
57.24285714285715,108.19380979246301,-50.95095264960587
59.46666666666666,110.62922902076483,-51.162562354098164
54.32142857142857,105.00110461144192,-50.67967604001335
58.092857142857135,109.13193117649192,-51.03907403363478
43.086666666666666,92.68176268011993,-49.595096013453265
55.72142857142857,106.50796525339553,-50.78653668196696
59.47857142857142,110.62942749040175,-51.15085606183033
61.29333333333333,112.6120238156484,-51.31869048231507
58.92857142857142,110.05473683333204,-51.12616540476062
56.692857142857136,107.58931367888607,-50.896456536028936
57.273333333333326,108.23542536489595,-50.96209203156262
56.91333333333333,107.8308760152189,-50.91754268188558
58.1,109.09171199289486,-50.99171199289486
59.15333333333333,110.30958308200505,-51.15624974867172
53.785714285714285,104.41985282276852,-50.634138537054234
154.48666666666668,213.3846270096911,-58.89796034302441
145.60666666666668,203.82772799134747,-58.22106132468079
158.36666666666665,217.5451869553886,-59.178520288721955
138.15333333333334,195.7632781224309,-57.60994478909757
161.0857142857143,220.48565087579578,-59.399936590081495
160.79333333333338,220.20047161318763,-59.40713827985425
158.73333333333332,217.95223502010236,-59.218901686769044
153.57333333333332,212.36185135897642,-58.7885180256431
159.32857142857145,218.5833856527511,-59.254814224179654
146.31999999999996,204.5383194278179,-58.21831942781793
155.83333333333331,214.82853738300184,-58.99520404966853
118.62666666666668,174.8330556641982,-56.20638899753153
151.66666666666669,210.34119543419354,-58.67452876752685
161.42666666666665,220.89240508802823,-59.46573842136158
163.32857142857142,222.93742969123875,-59.608858262667326
156.76000000000002,215.84618678308203,-59.08618678308201
153.04666666666668,211.8618830379432,-58.815216371276506
159.30000000000004,218.57652471109674,-59.2765247110967
158.42,217.6250901824062,-59.205090182406224
157.5,216.53096414848983,-59.03096414848983
157.1357142857143,216.25472899427922,-59.11901470856492
144.16666666666669,202.26971840657626,-58.103051739909574
308.34000000000003,379.2199390392334,-70.87993903923336
286.89333333333326,356.13284782668956,-69.2395144933563
307.0333333333333,377.7978810127134,-70.76454767938009
280.68,349.4606398488035,-68.7806398488035
304.96000000000004,375.5479295081475,-70.58792950814745
309.4266666666666,380.3678340994255,-70.9411674327589
304.99333333333334,375.61957772116,-70.62624438782666
308.56666666666666,379.4614165910749,-70.89474992440825
301.3533333333333,371.6631128566041,-70.30977952327078
294.8533333333334,364.6774934786902,-69.82416014535681
310.16666666666663,381.21069991893364,-71.04403325226701
241.93333333333337,307.70601251827463,-65.77267918494127
305.96666666666664,376.6453716924463,-70.67870502577966
316.3066666666667,387.83565797305323,-71.52899130638656
308.5999999999999,379.48410426547815,-70.88410426547824
310.94,382.04370291155413,-71.10370291155414
307.32666666666665,378.1233744407093,-70.79670777404266
308.21333333333325,379.0778196466011,-70.86448631326783
302.2799999999999,372.6787335977608,-70.3987335977609
311.14666666666665,382.20288551675577,-71.05621885008912
296.14000000000004,366.00948102916783,-69.86948102916779
288.26000000000005,357.64310990469215,-69.3831099046921
386.72,463.7926040981492,-77.07260409814916
357.9866666666666,432.5307218203351,-74.54405515366847
379.0866666666667,455.50239487983544,-76.41572821316873
355.18,429.4738197765196,-74.29381977651957
375.8466666666666,451.9882005745005,-76.14153390783395
378.62,454.98273387603024,-76.36273387603023
374.3133333333333,450.2913189816575,-75.97798564832425
385.0066666666667,461.93172341274044,-76.92505674607372
370.66666666666663,446.3348471825767,-75.66818051591008
